Date,Open,High,Low,Close,Adj_Close,Volume,Day
12/4/13,4020.33008,4051.73999,4004.76001,4038,4038,1886970000,48
12/5/13,4037.98999,4043.70996,4025.26001,4033.16992,4033.16992,1880950000,49
12/6/13,4069.86011,4069.86011,4042.3501,4062.52002,4062.52002,1727130000,50
12/9/13,4073.75,4081.78003,4063.5,4068.75,4068.75,1717120000,51
12/10/13,4061.16992,4074.01001,4056.48999,4060.48999,4060.48999,1864860000,52
12/11/13,4061.66992,4065.08008,3998.91992,4003.81006,4003.81006,1923520000,53
12/12/13,4004.75,4013.54004,3993.57007,3998.3999,3998.3999,1893270000,54
12/13/13,4015.53003,4017.44995,3992.29004,4000.97998,4000.97998,1615340000,55
12/16/13,4019.37012,4043,4019.13989,4029.52002,4029.52002,1943830000,56
12/17/13,4028.87988,4034.68994,4011.58008,4023.67993,4023.67993,1861130000,57
12/18/13,4024.66992,4070.37988,3979.59009,4070.06006,4070.06006,2178330000,58
12/19/13,4059.34009,4063.69995,4045.40991,4058.13989,4058.13989,1813050000,59
12/20/13,4064.88989,4111.93018,4064.72998,4104.74023,4104.74023,3510420000,60
12/23/13,4136.1499,4149.31006,4127.72022,4148.8999,4148.8999,1779400000,61
12/24/13,4150.64014,4155.62012,4147.1499,4155.41992,4155.41992,802270000,62
12/26/13,4164.20996,4169.97022,4158.58984,4167.18018,4167.18018,1180670000,63
12/27/13,4173.35986,4175.35986,4153.64014,4156.58984,4156.58984,1255020000,64
12/30/13,4153.58008,4158.72998,4142.18018,4154.2002,4154.2002,1349470000,65
12/31/13,4161.50977,4177.72998,4160.77002,4176.58984,4176.58984,1401140000,66
1/2/14,4160.02979,4160.95996,4131.79004,4143.06982,4143.06982,1738820000,67
1/3/14,4148.56006,4152.95996,4124.95996,4131.91016,4131.91016,1667480000,68
1/6/14,4137.02979,4139.77979,4103.75,4113.68018,4113.68018,2292840000,69
1/7/14,4128.56982,4158.18018,4126.47998,4153.18018,4153.18018,2278220000,70
1/8/14,4154.27979,4171.75,4145,4165.60986,4165.60986,2345220000,71
1/9/14,4179.04004,4182.74023,4142.7002,4156.18994,4156.18994,2214770000,72
1/10/14,4168.93994,4174.68018,4142.20996,4174.66992,4174.66992,2143070000,73
1/13/14,4167.41016,4179.47022,4097.99023,4113.29981,4113.29981,2322240000,74
1/14/14,4129.6001,4183.83984,4125.81006,4183.02002,4183.02002,2034180000,75
1/15/14,4196.52979,4218.79004,4195.97998,4214.87988,4214.87988,2101870000,76
1/16/14,4209.58984,4219.27979,4204.16016,4218.68994,4218.68994,2005850000,77
1/17/14,4207.81982,4217.24023,4187.31006,4197.58008,4197.58008,2150370000,78
1/21/14,4222.97998,4227.93018,4193.16992,4225.75977,4225.75977,2034030000,79
1/22/14,4234.58008,4246.54981,4225.52002,4243,4243,2026910000,80
1/23/14,4224.35986,4224.43994,4192.27979,4218.87988,4218.87988,2191980000,81
1/24/14,4194.97022,4197.93018,4128.16992,4128.16992,4128.16992,2489470000,82
1/27/14,4132.22022,4136.45996,4052.62988,4083.61011,4083.61011,2398280000,83
1/28/14,4067.86011,4099.81006,4067.68994,4097.95996,4097.95996,2091180000,84
1/29/14,4060.61011,4091.27002,4044.76001,4051.42993,4051.42993,2231850000,85
1/30/14,4098.81006,4135.83984,4094.16992,4123.12988,4123.12988,2168410000,86
1/31/14,4068.62988,4124.91992,4067.61011,4103.87988,4103.87988,2300570000,87
2/3/14,4105.06006,4113.54981,3989.94995,3996.95996,3996.95996,2617030000,88
2/4/14,4019.43994,4044.19995,4004.58008,4031.52002,4031.52002,2173360000,89
2/5/14,4015.5,4026.28003,3968.18994,4011.55005,4011.55005,2168360000,90
2/6/14,4022.65991,4064.06006,4022.16992,4057.12012,4057.12012,1942700000,91
2/7/14,4081.82007,4126.50977,4069.92993,4125.85986,4125.85986,2055850000,92
2/10/14,4125.12012,4148.29981,4122.60986,4148.16992,4148.16992,1811970000,93
2/11/14,4154.66016,4198.50977,4153.1001,4191.04981,4191.04981,1993950000,94
2/12/14,4196.8501,4212.60986,4190.39014,4201.29004,4201.29004,2035890000,95
2/13/14,4171.58008,4240.66992,4170.47022,4240.66992,4240.66992,2249990000,96
2/14/14,4237,4250.91016,4225.75,4244.02002,4244.02002,1881510000,97
2/18/14,4253.70996,4277.33008,4243.56006,4272.77979,4272.77979,1886210000,98
2/19/14,4260.74023,4274.29004,4232.37988,4237.9502,4237.9502,1956720000,99
2/20/14,4241.45996,4272.33984,4226.75,4267.54981,4267.54981,1992780000,100
2/21/14,4282.16992,4284.8501,4261.62988,4263.41016,4263.41016,2138250000,101
2/24/14,4273.31982,4311.12988,4272.10986,4292.97022,4292.97022,2161300000,102
2/25/14,4298.47998,4307.50977,4275.79981,4287.58984,4287.58984,2137150000,103
2/26/14,4300.4502,4316.81982,4278.54004,4292.06006,4292.06006,2108270000,104
2/27/14,4291.47022,4322.45996,4284.77979,4318.93018,4318.93018,2049160000,105
2/28/14,4323.52002,4342.58984,4275.60986,4308.12012,4308.12012,2617730000,106
3/3/14,4261.41992,4284.1499,4239.6499,4277.29981,4277.29981,2077500000,107
3/4/14,4327.8501,4357.20996,4327.54004,4351.97022,4351.97022,2477850000,108
3/5/14,4352.75977,4362.5,4344.1499,4357.97022,4357.97022,2215980000,109
3/6/14,4368.81006,4371.70996,4341,4352.12988,4352.12988,2136260000,110
3/7/14,4370.97998,4371.39014,4319.1499,4336.22022,4336.22022,2175560000,111
3/10/14,4332.62012,4339.93018,4307.83984,4334.4502,4334.4502,2111610000,112
3/11/14,4342.93018,4354.43018,4295.47022,4307.18994,4307.18994,2477780000,113
3/12/14,4288.6001,4323.33008,4270.22022,4323.33008,4323.33008,2131880000,114
3/13/14,4338.25977,4339.8999,4242.9502,4260.41992,4260.41992,2383600000,115
3/14/14,4250.4502,4272.33984,4241.93994,4245.3999,4245.3999,2196890000,116
3/17/14,4274.22022,4301.27979,4273.00977,4279.9502,4279.9502,1810410000,117
3/18/14,4286.22022,4334.66016,4284.10986,4333.31006,4333.31006,1962890000,118
3/19/14,4331.45996,4334.29981,4283.54004,4307.6001,4307.6001,1992750000,119
3/20/14,4297.99023,4329.60986,4287.41016,4319.29004,4319.29004,1847270000,120
3/21/14,4339.8999,4344.39014,4268.33984,4276.79004,4276.79004,3245740000,121
3/24/14,4289.49023,4289.49023,4190.60986,4226.39014,4226.39014,2434650000,122
3/25/14,4252.6499,4274.31982,4203.64014,4234.27002,4234.27002,2270760000,123
3/26/14,4254.97998,4263.06982,4173.58008,4173.58008,4173.58008,2455460000,124
3/27/14,4169.3501,4186.12988,4131.81006,4151.22998,4151.22998,2270650000,125
3/28/14,4163.18018,4203.49023,4144.68994,4155.75977,4155.75977,2029840000,126
3/31/14,4185.62988,4212.97022,4180.54004,4198.99023,4198.99023,2090850000,127
4/1/14,4219.87012,4268.2002,4218.77002,4268.04004,4268.04004,2153130000,128
4/2/14,4281.60986,4286.08984,4258.85986,4276.45996,4276.45996,2187100000,129
4/3/14,4282.18018,4284.68994,4216.56982,4237.74023,4237.74023,2067370000,130
4/4/14,4263.93994,4267.06006,4118.70996,4127.72998,4127.72998,2621270000,131
4/7/14,4110.91992,4133.68018,4052.13989,4079.75,4079.75,2554680000,132
4/8/14,4085.17993,4120.24023,4066.11011,4112.99023,4112.99023,2198900000,133
4/9/14,4129.62988,4185.18994,4121.16992,4183.8999,4183.8999,1957560000,134
4/10/14,4181.20996,4182.60986,4042.76001,4054.11011,4054.11011,2421210000,135
4/11/14,4015.07007,4067.21997,3991.63989,3999.72998,3999.72998,2264480000,136
4/14/14,4038.06006,4050.79004,3986.5,4022.68994,4022.68994,1890480000,137
4/15/14,4032.62988,4054.80005,3946.03003,4034.15991,4034.15991,2413110000,138
4/16/14,4066.82007,4086.28003,4038.81006,4086.22998,4086.22998,1863110000,139
4/17/14,4080.30005,4110.45996,4064.69995,4095.52002,4095.52002,1954720000,140
4/21/14,4105.37012,4121.54981,4081.90991,4121.54981,4121.54981,1544440000,141
4/22/14,4132.06006,4170.72022,4131.60986,4161.45996,4161.45996,1875930000,142
4/23/14,4160.8999,4161.43994,4125.41016,4126.97022,4126.97022,1794760000,143
4/24/14,4174.60986,4177.16016,4107.52002,4148.33984,4148.33984,2130870000,144
4/25/14,4125.16016,4126.97998,4068.1001,4075.56006,4075.56006,2087140000,145
4/28/14,4091.81006,4111.58984,4014.16992,4074.3999,4074.3999,2348320000,146
4/29/14,4089.51001,4111.4502,4070.25,4103.54004,4103.54004,1911240000,147
4/30/14,4085.18994,4116.14014,4070.62988,4114.56006,4114.56006,2151400000,148
5/1/14,4121.25,4149.56006,4105.60986,4127.4502,4127.4502,2077040000,149
5/2/14,4138.62988,4145.06006,4115.89014,4123.8999,4123.8999,1844790000,150
5/5/14,4099.25,4138.33984,4086.3501,4138.06006,4138.06006,1561170000,151
5/6/14,4128.22022,4132.45996,4080.76001,4080.76001,4080.76001,1850610000,152
5/7/14,4085.48999,4091.03003,4021.05005,4067.66992,4067.66992,2486030000,153
5/8/14,4053.28003,4109.2002,4039.90991,4051.5,4051.5,2411940000,154
5/9/14,4043.43994,4071.87012,4025.23999,4071.87012,4071.87012,1976160000,155
5/12/14,4092.84009,4146.54004,4092.09009,4143.85986,4143.85986,1880020000,156
5/13/14,4144.8999,4155.12988,4128.00977,4130.16992,4130.16992,1923480000,157
5/14/14,4122.08008,4132.33008,4093.83008,4100.62988,4100.62988,1764430000,158
5/15/14,4096.52979,4098.25,4035.95996,4069.29004,4069.29004,2083030000,159
5/16/14,4070.3501,4091.15991,4044.27002,4090.59009,4090.59009,1741070000,160
5/19/14,4080.33008,4128.47022,4075.69995,4125.81006,4125.81006,1601400000,161
5/20/14,4121.10986,4124.85986,4080.61011,4096.89014,4096.89014,1797910000,162
5/21/14,4105.95996,4133.60986,4103.60986,4131.54004,4131.54004,1703500000,163
5/22/14,4136.08984,4164.8501,4131.47022,4154.33984,4154.33984,1835810000,164
5/23/14,4159.77979,4186.58008,4148.29981,4185.81006,4185.81006,1536610000,165
5/27/14,4206.43994,4237.06982,4204.72022,4237.06982,4237.06982,1812330000,166
5/28/14,4234.95996,4238.16992,4216.89014,4225.08008,4225.08008,1785140000,167
5/29/14,4238.04004,4247.9502,4228.95996,4247.9502,4247.9502,1714000000,168
5/30/14,4251.49023,4252.08008,4221.9502,4242.62012,4242.62012,1903660000,169
6/2/14,4247.95996,4247.95996,4207.60986,4237.2002,4237.2002,1631310000,170
6/3/14,4222.04004,4240.3501,4215.79981,4234.08008,4234.08008,1718640000,171
6/4/14,4222.20996,4256.18994,4216.22998,4251.64014,4251.64014,1610090000,172
6/5/14,4259.12012,4299.5,4241.68018,4296.22998,4296.22998,1926750000,173
6/6/14,4312.75977,4322.50977,4305.74023,4321.3999,4321.3999,1616650000,174
6/9/14,4324.3501,4346.74023,4320.27979,4336.24023,4336.24023,1783060000,175
6/10/14,4329.2002,4338.87012,4319.93018,4338,4338,1787120000,176
6/11/14,4322.91992,4338.20996,4315.49023,4331.93018,4331.93018,1778460000,177
6/12/14,4323.10986,4328.3501,4284.52979,4297.62988,4297.62988,1908190000,178
6/13/14,4315.31006,4317.66992,4288.41016,4310.6499,4310.6499,1754560000,179
6/16/14,4303.93018,4326.89014,4296.25977,4321.1001,4321.1001,1675120000,180
6/17/14,4316.00977,4346.12012,4311.1499,4337.22998,4337.22998,1814360000,181
6/18/14,4341.18018,4365.1001,4320.54004,4362.83984,4362.83984,1860660000,182
6/19/14,4370.14014,4372.18018,4339.60986,4359.33008,4359.33008,1845460000,183
6/20/14,4365.37012,4368.79981,4354.02979,4368.04004,4368.04004,2721380000,184
6/23/14,4368.95996,4371.81006,4358.68018,4368.68018,4368.68018,1712930000,185
6/24/14,4367.8999,4399.87012,4342.8999,4350.3501,4350.3501,2014700000,186
6/25/14,4341.81982,4383.54981,4339.41016,4379.75977,4379.75977,1722820000,187
6/26/14,4379.43994,4379.79981,4347.4502,4379.04981,4379.04981,1554070000,188
6/27/14,4371.79981,4398.8501,4371.6001,4397.93018,4397.93018,3964930000,189
6/30/14,4398.37012,4417.45996,4396.58984,4408.18018,4408.18018,1848110000,190
7/1/14,4424.70996,4471.6001,4424.43018,4458.6499,4458.6499,1942550000,191
7/2/14,4457.85986,4466.91992,4450.87012,4457.72998,4457.72998,1599480000,192
7/3/14,4472.89014,4485.93018,4463.8501,4485.93018,4485.93018,1001730000,193
7/7/14,4477.74023,4478.02002,4447.6001,4451.52979,4451.52979,1691390000,194
7/8/14,4442.87012,4443.56006,4372.04004,4391.45996,4391.45996,2221820000,195
7/9/14,4403.02979,4421.93018,4388.00977,4419.02979,4419.02979,1736960000,196
7/10/14,4352.04004,4415.8501,4351.04004,4396.2002,4396.2002,1682920000,197
7/11/14,4401.04981,4417.16016,4389.29004,4415.49023,4415.49023,1511250000,198
7/14/14,4441.39014,4451.6001,4432.9502,4440.41992,4440.41992,1579660000,199
7/15/14,4444.91016,4451.93018,4389.7002,4416.39014,4416.39014,1772030000,200
7/16/14,4446.16992,4448.87012,4419.70996,4425.97022,4425.97022,2059340000,201
7/17/14,4411.52002,4425.37988,4352.22998,4363.4502,4363.4502,2055240000,202
7/18/14,4379.93994,4434.43994,4378.22022,4432.1499,4432.1499,1823580000,203
7/21/14,4421.2002,4432.41992,4404.50977,4424.7002,4424.7002,1557820000,204
7/22/14,4444.93994,4464.12988,4443.3501,4456.02002,4456.02002,1724440000,205
7/23/14,4468.16016,4480.72998,4457.9502,4473.7002,4473.7002,1909810000,206
7/24/14,4481.60986,4485.5,4465.93994,4472.10986,4472.10986,1935090000,207
7/25/14,4448.06006,4457.9502,4430.43018,4449.56006,4449.56006,1711430000,208
7/28/14,4451.12012,4455.39014,4413.91992,4444.91016,4444.91016,1783250000,209
7/29/14,4456.06982,4470.97022,4441.02979,4442.7002,4442.7002,2090810000,210
7/30/14,4468.43994,4476.06006,4444.50977,4462.8999,4462.8999,1872430000,211
7/31/14,4421.29004,4430.79981,4367.1499,4369.77002,4369.77002,2273380000,212
8/1/14,4363.39014,4385.04981,4324.02002,4352.64014,4352.64014,2050340000,213
8/4/14,4365.62012,4395.37988,4343.02979,4383.89014,4383.89014,1677400000,214
8/5/14,4364.58984,4383.02002,4333.58008,4352.83984,4352.83984,1916180000,215
8/6/14,4326.27979,4378.99023,4325.04004,4355.04981,4355.04981,1819310000,216
8/7/14,4373.25,4379.7002,4321.89014,4334.97022,4334.97022,1866330000,217
8/8/14,4340.87988,4373.12012,4327.87012,4370.8999,4370.8999,1759060000,218
8/11/14,4387.37988,4415.77979,4384.1499,4401.33008,4401.33008,1537880000,219
8/12/14,4394.68994,4407.08008,4371.83984,4389.25,4389.25,1560220000,220
8/13/14,4407.87012,4434.31006,4403.64014,4434.12988,4434.12988,1611690000,221
8/14/14,4438.12988,4453,4433.93994,4453,4453,1549820000,222
8/15/14,4479.64014,4482.47022,4427.12988,4464.93018,4464.93018,1799460000,223
8/18/14,4490.52979,4509.16016,4486.43994,4508.31006,4508.31006,1571100000,224
8/19/14,4514.25977,4528.91016,4513.91992,4527.50977,4527.50977,1556560000,225
8/20/14,4517.75,4533.00977,4515.72998,4526.47998,4526.47998,1502290000,226
8/21/14,4526.72022,4534,4513.81006,4532.1001,4532.1001,1421730000,227
8/22/14,4534.87012,4547.24023,4521.77002,4538.54981,4538.54981,1311810000,228
8/25/14,4563.72022,4571.14014,4547.77979,4557.3501,4557.3501,1384620000,229
8/26/14,4563.81006,4575.58984,4556.77979,4570.64014,4570.64014,1469620000,230
8/27/14,4574.3501,4575.81006,4561.83984,4569.62012,4569.62012,1389470000,231
8/28/14,4552.54981,4565.95996,4546.62012,4557.7002,4557.7002,1309580000,232
8/29/14,4571.75977,4580.27002,4553.77979,4580.27002,4580.27002,1352830000,233
9/2/14,4592.41992,4598.64014,4576.81006,4598.18994,4598.18994,1859080000,234
9/3/14,4610.14014,4610.14014,4565.37988,4572.56006,4572.56006,1897450000,235
9/4/14,4581.52002,4603.1499,4553.31006,4562.29004,4562.29004,1728700000,236
9/5/14,4560.62988,4583,4542.74023,4582.8999,4582.8999,1641830000,237
9/8/14,4579.06006,4600.3999,4570.22998,4592.29004,4592.29004,1670210000,238
9/9/14,4588.83008,4599.02979,4544.43994,4552.29004,4552.29004,1956550000,239
9/10/14,4554.1499,4587.1001,4544.83984,4586.52002,4586.52002,1808650000,240
9/11/14,4567.64014,4591.81006,4559.75,4591.81006,4591.81006,1704850000,241
9/12/14,4588.77002,4590.08008,4555.68018,4567.6001,4567.6001,1784170000,242
9/15/14,4567.4502,4567.47022,4506.72998,4518.8999,4518.8999,1940520000,243
9/16/14,4502.10986,4558.24023,4499.87012,4552.75977,4552.75977,1879350000,244
9/17/14,4553.95996,4582.3999,4539.35986,4562.18994,4562.18994,1796710000,245
9/18/14,4575.74023,4593.97998,4572.62012,4593.43018,4593.43018,1774840000,246
9/19/14,4606.12988,4610.56982,4563.43994,4579.79004,4579.79004,3178490000,247
9/22/14,4568.4502,4568.87012,4513.12012,4527.68994,4527.68994,1881520000,248
9/23/14,4511.31982,4536.02979,4508.41992,4508.68994,4508.68994,1847730000,249
9/24/14,4514.91992,4557.27002,4500.12988,4555.22022,4555.22022,1765260000,250
9/25/14,4540.81982,4546.93018,4466.64014,4466.75,4466.75,1939610000,251
9/26/14,4476.47998,4515.75,4475.47998,4512.18994,4512.18994,1637480000,252
9/29/14,4465.83984,4515.24023,4464.43994,4505.8501,4505.8501,1737750000,253
9/30/14,4512.64014,4522.06006,4483.91016,4493.39014,4493.39014,2200380000,254
10/1/14,4486.6499,4486.79004,4409.29981,4422.08984,4422.08984,2312630000,255
10/2/14,4421.25,4441.9502,4367.74023,4430.2002,4430.2002,2165500000,256
10/3/14,4456.81006,4488.06982,4445.72022,4475.62012,4475.62012,1777640000,257
10/6/14,4492.3999,4496.25977,4444.1001,4454.79981,4454.79981,1828240000,258
10/7/14,4433.91016,4441.75977,4385.1499,4385.2002,4385.2002,2111360000,259
10/8/14,4385.7002,4473.72998,4355.33984,4468.58984,4468.58984,2451630000,260
10/9/14,4458.29004,4464.12988,4377.27979,4378.33984,4378.33984,2264220000,261
10/10/14,4354.62988,4380.50977,4276.24023,4276.24023,4276.24023,2765750000,262
10/13/14,4274.91016,4303.81982,4212.87012,4213.66016,4213.66016,2467830000,263
10/14/14,4246.22998,4281.33984,4212.81982,4227.16992,4227.16992,2496120000,264
10/15/14,4154.1001,4231.54004,4116.6001,4215.31982,4215.31982,3058740000,265
10/16/14,4133.25,4246.00977,4131.6499,4217.39014,4217.39014,2591940000,266
10/17/14,4275.08984,4296.10986,4241.66992,4258.43994,4258.43994,2260070000,267
10/20/14,4254.16016,4316.87012,4248.22022,4316.06982,4316.06982,1717370000,268
10/21/14,4359.16992,4419.47998,4356.1001,4419.47998,4419.47998,1997580000,269
10/22/14,4429.16016,4435.85986,4381.27979,4382.8501,4382.8501,1967020000,270
10/23/14,4427.43994,4475.54981,4421.56006,4452.79004,4452.79004,1952380000,271
10/24/14,4459.45996,4486.25977,4445.8501,4483.72022,4483.72022,1754300000,272
10/27/14,4469.02002,4489.6001,4450.29004,4485.93018,4485.93018,1585580000,273
10/28/14,4505.72998,4564.29004,4505.10986,4564.29004,4564.29004,1966920000,274
10/29/14,4551.37012,4564.43994,4517.02002,4549.22998,4549.22998,2184050000,275
10/30/14,4532.1001,4575.5,4521.79004,4566.14014,4566.14014,2034960000,276
10/31/14,4639.4502,4641.50977,4616.58008,4630.74023,4630.74023,2424360000,277
11/3/14,4633.70996,4654.18994,4627.41992,4638.91016,4638.91016,2033000000,278
11/4/14,4623.77002,4635.9502,4594.91992,4623.64014,4623.64014,1939320000,279
11/5/14,4649.47022,4650.39014,4607.72998,4620.72022,4620.72022,2001870000,280
11/6/14,4616.77979,4639.16992,4604.75977,4638.47022,4638.47022,1986820000,281
11/7/14,4636.89014,4638.79981,4606.81006,4632.52979,4632.52979,1978830000,282
11/10/14,4635.1001,4653.37988,4626.49023,4651.62012,4651.62012,1830010000,283
11/11/14,4649.18994,4661.22998,4640.24023,4660.56006,4660.56006,1663690000,284
11/12/14,4644.62988,4678.58008,4643.77979,4675.14014,4675.14014,1773060000,285
11/13/14,4681.56006,4703.1001,4664.27002,4680.14014,4680.14014,1857580000,286
11/14/14,4679.8501,4688.74023,4664.31006,4688.54004,4688.54004,1739950000,287
11/17/14,4678.43994,4689.52979,4655.2002,4671,4671,1695070000,288
11/18/14,4674.83984,4709.83008,4674.29981,4702.43994,4702.43994,1655760000,289
11/19/14,4694.77979,4696.2002,4655.72022,4675.70996,4675.70996,1641560000,290
11/20/14,4655.2002,4702.97022,4653.33008,4701.87012,4701.87012,1667330000,291
11/21/14,4751.00977,4751.6001,4700.72998,4712.97022,4712.97022,1854340000,292
11/24/14,4725.16992,4755.02002,4723.62012,4754.89014,4754.89014,1568130000,293
11/25/14,4762.39014,4774.52002,4749.91992,4758.25,4758.25,1720140000,294
11/26/14,4760.22998,4788,4757.47998,4787.31982,4787.31982,1362930000,295
11/28/14,4797.1001,4810.85986,4786.72022,4791.62988,4791.62988,998600000,296
12/1/14,4777.72998,4782.06982,4724.62012,4727.3501,4727.3501,1893600000,297
12/2/14,4732.97022,4761.62988,4729.75977,4755.81006,4755.81006,1839170000,298
12/3/14,4761.31006,4781.37012,4745.14014,4774.47022,4774.47022,1734510000,299
12/4/14,4772,4785.41016,4753.70996,4769.43994,4769.43994,1724090000,300
12/5/14,4776.58008,4788.97998,4769.64014,4780.75977,4780.75977,1767100000,301
12/8/14,4769.75977,4793.24023,4722.91016,4740.68994,4740.68994,1966770000,302
12/9/14,4685.2002,4768.41016,4674.37988,4766.47022,4766.47022,1950330000,303
12/10/14,4754.41992,4766.64014,4679.25,4684.02002,4684.02002,1850810000,304
12/11/14,4704.6499,4759.87988,4699.43018,4708.16016,4708.16016,1873050000,305
12/12/14,4665.3501,4707.91992,4653.6001,4653.6001,4653.6001,1888870000,306
12/15/14,4679.66992,4690.58008,4592.43018,4605.16016,4605.16016,2143610000,307
12/16/14,4572.79004,4645.18994,4547.31006,4547.83008,4547.83008,2231670000,308
12/17/14,4556.8999,4651.8999,4550.7002,4644.31006,4644.31006,2279930000,309
12/18/14,4712.39014,4748.3999,4697.08984,4748.3999,4748.3999,2172260000,310
12/19/14,4752.6001,4782.12988,4738.29004,4765.37988,4765.37988,3287920000,311
12/22/14,4759.04004,4781.93018,4757.79981,4781.41992,4781.41992,1720070000,312
12/23/14,4798.02979,4798.06006,4761.39014,4765.41992,4765.41992,1590820000,313
12/24/14,4770.12012,4787.56982,4768.66992,4773.47022,4773.47022,729750000,314
12/26/14,4788.06006,4814.9502,4787.8501,4806.85986,4806.85986,930220000,315
12/29/14,4801.25977,4813.72022,4798.8999,4806.91016,4806.91016,1227740000,316
12/30/14,4793.60986,4803.89014,4772.87988,4777.43994,4777.43994,1269200000,317
12/31/14,4790.52979,4806.43018,4734.10986,4736.04981,4736.04981,1515600000,318
1/2/15,4760.24023,4777.00977,4698.10986,4726.81006,4726.81006,1435150000,319
1/5/15,4700.33984,4702.77002,4641.45996,4652.56982,4652.56982,1794470000,320
1/6/15,4666.8501,4667.33008,4567.58984,4592.74023,4592.74023,2167320000,321
1/7/15,4626.83984,4652.72022,4613.8999,4650.47022,4650.47022,1957950000,322
1/8/15,4689.54004,4741.37988,4688.02002,4736.18994,4736.18994,2105450000,323
1/9/15,4744.47022,4744.70996,4681.24023,4704.06982,4704.06982,1715830000,324
1/12/15,4714.06982,4715.81006,4650.6499,4664.70996,4664.70996,1861960000,325
1/13/15,4708.74023,4751.33984,4624.27979,4661.5,4661.5,2162180000,326
